1	human	BU	Orchid	None	\N	wgEncodeEH000001	2011-04-20 09:41:32
2888	human	CSHL	RnaSeq	hMSC-AT	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002888	2012-05-18 11:11:27
2889	human	CSHL	RnaSeq	GM12878	localization=chromatin protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002889	2012-05-18 11:11:26
2890	human	CSHL	RnaSeq	HMEpC	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002890	2012-05-18 11:11:26
2891	human	CSHL	RnaSeq	HPC-PL	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002891	2012-05-18 11:11:26
2892	human	CSHL	RnaSeq	HPIEpC	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002892	2012-05-18 11:11:26
2893	human	CSHL	RnaSeq	HSaVEC	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002893	2012-05-18 11:11:26
2894	human	CSHL	RnaSeq	HWP	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002894	2012-05-18 11:11:26
2895	human	CSHL	RnaSeq	NHEM.f_M2	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002895	2012-05-18 11:11:26
2896	human	CSHL	RnaSeq	hMSC-UC	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002896	2012-05-18 11:11:27
2897	human	CSHL	RnaSeq	NHEM_M2	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002897	2012-05-18 11:11:26
2898	human	CSHL	RnaSeq	Monocytes-CD14+	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002898	2012-05-18 11:11:26
2899	mouse	Stanford-m	RnaSeq	ES-E14	\N	wgEncodeEM002899	2012-06-05 11:19:04
2900	mouse	UW-m	DnaseDgf	3134	age=immortalized	wgEncodeEM002900	2012-06-06 15:22:25
2901	mouse	UW-m	DnaseDgf	416B	age=immortalized	wgEncodeEM002901	2012-06-06 15:22:25
2902	mouse	UW-m	DnaseDgf	B-cell_(CD19+)	age=adult-8wks	wgEncodeEM002902	2012-06-06 15:22:25
2903	mouse	UW-m	DnaseDgf	B-cell_(CD43-)	age=adult-8wks	wgEncodeEM002903	2012-06-06 15:22:25
2904	mouse	UW-m	DnaseDgf	Heart	age=adult-8wks	wgEncodeEM002904	2012-06-06 15:22:25
2905	mouse	UW-m	DnaseDgf	Kidney	age=adult-8wks	wgEncodeEM002905	2012-06-06 15:22:25
2906	mouse	UW-m	DnaseDgf	Liver	age=adult-8wks	wgEncodeEM002906	2012-06-06 15:22:25
2907	mouse	UW-m	DnaseDgf	Lung	age=adult-8wks	wgEncodeEM002907	2012-06-06 15:22:25
2908	mouse	UW-m	DnaseDgf	MEL	age=immortalized	wgEncodeEM002908	2012-06-06 15:22:25
2909	mouse	UW-m	DnaseDgf	WholeBrain	age=adult-8wks	wgEncodeEM002909	2012-06-06 15:22:25
2910	mouse	UW-m	DnaseDgf	T-Naive	age=adult-8wks	wgEncodeEM002910	2012-06-06 15:22:25
2911	mouse	UW-m	DnaseDgf	TReg	age=adult-8wks	wgEncodeEM002911	2012-06-06 15:22:25
2912	mouse	UW-m	DnaseDgf	Thymus	age=adult-8wks	wgEncodeEM002912	2012-06-06 15:22:25
2913	mouse	UW-m	DnaseDgf	WholeBrain	age=E14.5	wgEncodeEM002913	2012-06-06 15:22:25
2914	mouse	UW-m	DnaseDgf	A20	age=immortalized	wgEncodeEM002914	2012-06-06 15:22:25
2915	mouse	UW-m	DnaseDgf	ES-CJ7	age=E0	wgEncodeEM002915	2012-06-06 15:22:25
2916	mouse	UW-m	DnaseDgf	NIH-3T3	age=immortalized	wgEncodeEM002916	2012-06-06 15:22:25
2917	mouse	UW-m	DnaseDgf	Retina	age=newborn-1days	wgEncodeEM002917	2012-06-06 15:22:25
2918	mouse	UW-m	DnaseDgf	THelper-Activated	age=adult-8wks	wgEncodeEM002918	2012-06-06 15:22:25
2919	mouse	UW-m	DnaseDgf	TReg-Activated	age=adult-8wks	wgEncodeEM002919	2012-06-06 15:22:25
2920	mouse	UW-m	DnaseDgf	ZhBTc4	age=E0	wgEncodeEM002920	2012-06-06 15:22:25
2921	mouse	UW-m	DnaseDgf	ZhBTc4	age=E0 treatment=diffProtB_24hr	wgEncodeEM002921	2012-06-06 15:22:25
2922	human	USC	ChipSeq	MCF-7	antibody=H3K27me3B control=UCDavis	wgEncodeEH002922	2012-06-07 10:11:09
2923	human	USC	ChipSeq	MCF-7	antibody=H3K36me3B control=UCDavis	wgEncodeEH002923	2012-06-07 10:11:09
2924	human	GIS	RnaPet	IMR90	localization=cell rnaExtract=longPolyA	wgEncodeEH002924	2012-07-31 13:15:31
2925	human	GIS	RnaPet	SK-N-SH	localization=cytosol rnaExtract=longPolyA	wgEncodeEH002925	2012-07-31 13:15:31
2926	human	GIS	RnaPet	SK-N-SH	localization=cell rnaExtract=longPolyA	wgEncodeEH002926	2012-07-31 13:15:31
2927	human	GIS	RnaPet	A549	localization=cytosol rnaExtract=longPolyA	wgEncodeEH002927	2012-07-31 13:15:30
2928	human	GIS	RnaPet	A549	localization=nucleus rnaExtract=longPolyA	wgEncodeEH002928	2012-07-31 13:15:30
2929	human	GIS	RnaPet	A549	localization=cell rnaExtract=longPolyA	wgEncodeEH002929	2012-07-31 13:15:30
2930	human	GIS	RnaPet	IMR90	localization=cytosol rnaExtract=longPolyA	wgEncodeEH002930	2012-07-31 13:15:31
2931	human	GIS	RnaPet	IMR90	localization=nucleus rnaExtract=longPolyA	wgEncodeEH002931	2012-07-31 13:15:31
2932	human	GIS	RnaPet	MCF-7	localization=cytosol rnaExtract=longPolyA	wgEncodeEH002932	2012-07-31 13:15:31
2933	human	GIS	RnaPet	MCF-7	localization=nucleus rnaExtract=longPolyA	wgEncodeEH002933	2012-07-31 13:15:31
2934	human	GIS	RnaPet	MCF-7	localization=cell rnaExtract=longPolyA	wgEncodeEH002934	2012-07-31 13:15:31
2935	human	GIS	RnaPet	SK-N-SH	localization=nucleus rnaExtract=longPolyA	wgEncodeEH002935	2012-07-31 13:15:31
2936	human	Sanger	Gencode	None	labExpId=V12	wgEncodeEH002936	2012-06-14 10:24:01
2937	mouse	CRG-Guigo-m	Mapability	None	size=100mer view=Alignability	wgEncodeEM002937	2012-06-19 13:28:27
2938	mouse	CRG-Guigo-m	Mapability	None	size=36mer view=Alignability	wgEncodeEM002938	2012-06-19 13:28:27
2939	mouse	CRG-Guigo-m	Mapability	None	size=40mer view=Alignability	wgEncodeEM002939	2012-06-19 13:28:27
2940	mouse	CRG-Guigo-m	Mapability	None	size=50mer view=Alignability	wgEncodeEM002940	2012-06-19 13:28:27
2941	mouse	CRG-Guigo-m	Mapability	None	size=75mer view=Alignability	wgEncodeEM002941	2012-06-19 13:28:27
2942	human	CSHL	RnaSeq	GM12878	localization=nucleolus protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002942	2012-06-27 08:52:42
2943	human	CSHL	RnaSeq	H1-neurons	localization=cell rnaExtract=shortTotal	wgEncodeEH002943	2012-06-27 08:52:42
2944	human	CSHL	RnaSeq	H1-neurons	localization=cell protocol=CIP-TAP rnaExtract=shortTotal	wgEncodeEH002944	2012-06-27 08:52:42
2945	human	CSHL	RnaSeq	H1-neurons	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002945	2012-06-27 08:52:42
2946	human	CSHL	RnaSeq	hMSC-BM	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002946	2012-06-27 08:52:42
2947	mouse	UW-m	RnaSeq	416B	age=immortalized strain=B6D2F1/J	wgEncodeEM002947	2012-06-27 11:09:46
2948	mouse	UW-m	RnaSeq	A20	age=immortalized strain=BALB/cAnN	wgEncodeEM002948	2012-06-27 11:09:46
2949	mouse	UW-m	RnaSeq	NIH-3T3	age=immortalized strain=NIH/Swiss	wgEncodeEM002949	2012-06-27 11:09:46
2950	mouse	UW-m	RnaSeq	Patski	age=immortalized strain=Spretus.BL6-Xist	wgEncodeEM002950	2012-06-27 11:09:47
2951	mouse	UW-m	RnaSeq	B-cell_(CD19+)	age=adult-8wks strain=C57BL/6	wgEncodeEM002951	2012-06-27 11:09:46
2952	mouse	UW-m	RnaSeq	B-cell_(CD43-)	age=adult-8wks strain=C57BL/6	wgEncodeEM002952	2012-06-27 11:09:46
2953	mouse	UW-m	RnaSeq	GenitalFatPad	age=adult-8wks strain=C57BL/6	wgEncodeEM002953	2012-06-27 11:09:46
2954	mouse	UW-m	RnaSeq	Heart	age=adult-8wks strain=C57BL/6	wgEncodeEM002954	2012-06-27 11:09:46
2955	mouse	UW-m	RnaSeq	LgIntestine	age=adult-8wks strain=C57BL/6	wgEncodeEM002955	2012-06-27 11:09:46
2956	mouse	UW-m	RnaSeq	Lung	age=adult-8wks strain=C57BL/6	wgEncodeEM002956	2012-06-27 11:09:46
2957	mouse	UW-m	RnaSeq	SkMuscle	age=adult-8wks strain=C57BL/6	wgEncodeEM002957	2012-06-27 11:09:47
2958	mouse	UW-m	RnaSeq	Spleen	age=adult-8wks strain=C57BL/6	wgEncodeEM002958	2012-06-27 11:09:47
2959	mouse	UW-m	RnaSeq	T-Naive	age=adult-8wks strain=C57BL/6	wgEncodeEM002959	2012-06-27 11:09:47
2960	mouse	UW-m	RnaSeq	Thymus	age=adult-8wks strain=C57BL/6	wgEncodeEM002960	2012-06-27 11:09:47
2961	mouse	UW-m	RnaSeq	Liver	age=E14.5 strain=129	wgEncodeEM002961	2012-06-27 11:09:46
2962	mouse	FSU-m	RepliChip	CH12	\N	wgEncodeEM002962	2012-07-02 10:00:49
2963	mouse	FSU-m	RepliChip	ES-46C	treatment=diffProtF_6d	wgEncodeEM002963	2012-07-02 10:00:49
2964	mouse	FSU-m	RepliChip	ES-46C	\N	wgEncodeEM002964	2012-07-02 10:00:49
2965	mouse	FSU-m	RepliChip	ES-D3	treatment=diffProtE_3d	wgEncodeEM002965	2012-07-02 10:00:49
2966	mouse	FSU-m	RepliChip	ES-D3	treatment=diffProtE_6d	wgEncodeEM002966	2012-07-02 10:00:49
2967	mouse	FSU-m	RepliChip	ES-D3	treatment=diffProtE_9d	wgEncodeEM002967	2012-07-02 10:00:49
2968	mouse	FSU-m	RepliChip	ES-D3	\N	wgEncodeEM002968	2012-07-02 10:00:49
2969	mouse	FSU-m	RepliChip	ES-TT2	treatment=diffProtF_9d	wgEncodeEM002969	2012-07-02 10:00:49
2970	mouse	FSU-m	RepliChip	ES-TT2	\N	wgEncodeEM002970	2012-07-02 10:00:49
2971	mouse	FSU-m	RepliChip	EpiSC-5	\N	wgEncodeEM002971	2012-07-02 10:00:49
2972	mouse	FSU-m	RepliChip	EpiSC-7	\N	wgEncodeEM002972	2012-07-02 10:00:49
2973	mouse	FSU-m	RepliChip	L1210	\N	wgEncodeEM002973	2012-07-02 10:00:50
2974	mouse	FSU-m	RepliChip	MEF	\N	wgEncodeEM002974	2012-07-02 10:00:50
2975	mouse	FSU-m	RepliChip	MEL	\N	wgEncodeEM002975	2012-07-02 10:00:50
2976	mouse	FSU-m	RepliChip	ES-D3	treatment=diffProtG_3d	wgEncodeEM002976	2012-07-02 10:00:49
2977	mouse	FSU-m	RepliChip	ES-EM5Sox17huCD25	treatment=diffProtH_Sox17-	wgEncodeEM002977	2012-07-02 10:00:49
2978	mouse	FSU-m	RepliChip	ES-EM5Sox17huCD25	treatment=diffProtH_Sox17+	wgEncodeEM002978	2012-07-02 10:00:49
2979	mouse	FSU-m	RepliChip	J185a	\N	wgEncodeEM002979	2012-07-02 10:00:50
2980	human	UW	AffyExonArray	K562	treatment=ZNF_knockout_4C50_C4	wgEncodeEH002980	2012-07-10 13:58:21
2981	human	UW	AffyExonArray	K562	treatment=ZNF_knockout_A4.1-C6	wgEncodeEH002981	2012-07-10 13:58:21
2982	human	UW	AffyExonArray	K562	treatment=ZNF_knockout_F4.1-B2	wgEncodeEH002982	2012-07-10 13:58:21
2983	human	UW	AffyExonArray	K562	treatment=ZNF_knockout_P5	wgEncodeEH002983	2012-07-10 13:58:21
2984	human	UNC/BSU	Proteogenomics	K562	localization=membraneFraction protocol=FASP	wgEncodeEH002984	2012-07-13 13:16:54
2985	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-BACH1	wgEncodeEH002985	2012-07-13 12:16:29
2986	human	UChicago	ChipSeq	K562	antibody=eGFP-BACH1 control=Control_eGFP-BACH1	wgEncodeEH002986	2012-07-13 12:16:29
2987	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-CCNE1	wgEncodeEH002987	2012-07-13 12:16:29
2988	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-CDKN1B	wgEncodeEH002988	2012-07-13 12:16:29
2989	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-ELF1	wgEncodeEH002989	2012-07-13 12:16:29
2990	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-ESR	wgEncodeEH002990	2012-07-13 12:16:29
2991	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-ILF2	wgEncodeEH002991	2012-07-13 12:16:29
2992	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-MLL5	wgEncodeEH002992	2012-07-13 12:16:29
2993	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-NCOR1	wgEncodeEH002993	2012-07-13 12:16:29
2994	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-NF90	wgEncodeEH002994	2012-07-13 12:16:29
2995	human	UChicago	ChipSeq	K562	antibody=Input control=Control_eGFP-STAT1	wgEncodeEH002995	2012-07-13 12:16:29
2996	human	UChicago	ChipSeq	K562	antibody=eGFP-CCNE1 control=Control_eGFP-CCNE1	wgEncodeEH002996	2012-07-13 12:16:29
2997	human	UChicago	ChipSeq	K562	antibody=eGFP-CDKN1B control=Control_eGFP-CDKN1B	wgEncodeEH002997	2012-07-13 12:16:29
2998	human	UChicago	ChipSeq	K562	antibody=eGFP-ELF1 control=Control_eGFP-ELF1	wgEncodeEH002998	2012-07-13 12:16:29
2999	human	UChicago	ChipSeq	K562	antibody=eGFP-ESR control=Control_eGFP-ESR	wgEncodeEH002999	2012-07-13 12:16:29
3000	human	UChicago	ChipSeq	K562	antibody=eGFP-ILF2 control=Control_eGFP-ILF2	wgEncodeEH003000	2012-07-13 12:16:29
3001	human	UChicago	ChipSeq	K562	antibody=eGFP-MLL5 control=Control_eGFP-MLL5	wgEncodeEH003001	2012-07-13 12:16:29
3002	human	UChicago	ChipSeq	K562	antibody=eGFP-NCOR1 control=Control_eGFP-NCOR1	wgEncodeEH003002	2012-07-13 12:16:29
3003	human	UChicago	ChipSeq	K562	antibody=eGFP-NF90 control=Control_eGFP-NF90	wgEncodeEH003003	2012-07-13 12:16:29
3004	human	UChicago	ChipSeq	K562	antibody=eGFP-STAT1 control=Control_eGFP-STAT1	wgEncodeEH003004	2012-07-13 12:16:29
3005	human	UW	DnaseSeq	LHCN-M2	\N	wgEncodeEH003005	2012-07-17 11:16:31
3006	human	UW	DnaseSeq	LHCN-M2	treatment=DIFF_4d	wgEncodeEH003006	2012-07-17 11:16:31
3007	human	UW	DnaseSeq	RPMI-7951	\N	wgEncodeEH003007	2012-07-17 11:16:31
3008	human	UW	DnaseSeq	K562	treatment=ZNF_knockout_2C10_C5	wgEncodeEH003008	2012-07-17 11:16:31
3009	human	UW	DnaseSeq	K562	treatment=ZNF_knockout_4C50_C4	wgEncodeEH003009	2012-07-17 11:16:31
3010	human	UW	DnaseSeq	K562	treatment=ZNF_knockout_4G7_D3	wgEncodeEH003010	2012-07-17 11:16:31
3011	human	UW	DnaseSeq	K562	treatment=ZNF_knockout_A4.1-C6	wgEncodeEH003011	2012-07-17 11:16:31
3012	human	UW	DnaseSeq	K562	treatment=ZNF_knockout_B3.4-A8	wgEncodeEH003012	2012-07-17 11:16:31
3013	human	UW	DnaseSeq	K562	treatment=ZNF_knockout_E10.3-C6	wgEncodeEH003013	2012-07-17 11:16:31
3014	human	UW	DnaseSeq	K562	treatment=ZNF_knockout_F4.1-B2	wgEncodeEH003014	2012-07-17 11:16:31
3015	human	UW	DnaseSeq	K562	treatment=ZNF_knockout_G5.4-A11	wgEncodeEH003015	2012-07-17 11:16:31
3016	human	UW	DnaseSeq	K562	treatment=ZNF_knockout_P5	wgEncodeEH003016	2012-07-17 11:16:31
3017	human	UW	DnaseSeq	MCF-7	treatment=Estradiol_100nM_1hr	wgEncodeEH003017	2012-07-17 11:16:31
3018	human	UW	DnaseSeq	MCF-7	treatment=Estradiol_ctrl_0hr	wgEncodeEH003018	2012-07-17 11:16:31
3019	human	UW	DnaseSeq	H7-hESC	treatment=diffProtA_9d	wgEncodeEH003019	2012-07-17 11:16:30
3020	human	UW	DnaseSeq	Th17	\N	wgEncodeEH003020	2012-07-17 11:16:31
3021	human	UW	DnaseSeq	Th1_Wb33676984	\N	wgEncodeEH003021	2012-07-17 11:16:31
3022	human	UW	DnaseSeq	Th1_Wb54553204	\N	wgEncodeEH003022	2012-07-17 11:16:31
3023	human	UW	DnaseSeq	Th2_Wb33676984	\N	wgEncodeEH003023	2012-07-17 11:16:31
3024	human	UW	DnaseSeq	Th2_Wb54553204	\N	wgEncodeEH003024	2012-07-17 11:16:31
3025	human	UW	DnaseSeq	Treg_Wb78495824	\N	wgEncodeEH003025	2012-07-17 11:16:31
3026	human	UW	DnaseSeq	Treg_Wb83319432	\N	wgEncodeEH003026	2012-07-17 11:16:31
3027	human	UW	DnaseSeq	CD4+_Naive_Wb11970640	\N	wgEncodeEH003027	2012-07-17 11:16:30
3028	human	UW	DnaseSeq	CD4+_Naive_Wb78495824	\N	wgEncodeEH003028	2012-07-17 11:16:30
3029	human	UW	DnaseSeq	bone_marrow_HS27a	\N	wgEncodeEH003029	2012-07-17 11:16:31
3030	human	UW	DnaseSeq	bone_marrow_HS5	\N	wgEncodeEH003030	2012-07-17 11:16:31
3031	human	UW	DnaseSeq	bone_marrow_MSC	\N	wgEncodeEH003031	2012-07-17 11:16:31
3032	human	HudsonAlpha	MethylRrbs	MCF-7	treatment=CTCF_shRNA_knockdown	wgEncodeEH003032	2012-07-18 09:24:17
3033	human	HudsonAlpha	MethylRrbs	MCF-7	treatment=Randomized_shRNA_control	wgEncodeEH003033	2012-07-18 09:24:17
3034	human	CSHL	RnaSeq	GM12878	localization=nucleolus rnaExtract=total	wgEncodeEH003034	2012-07-19 14:05:01
3035	human	UW	ChipSeq	AG04450	antibody=H3K27ac	wgEncodeEH003035	2012-07-19 15:10:51
3036	human	UW	ChipSeq	AG04450	antibody=H3K27me3	wgEncodeEH003036	2012-07-19 15:10:51
3037	human	UW	ChipSeq	AG04450	antibody=H3K9me3	wgEncodeEH003037	2012-07-19 15:10:51
3038	human	UNC/BSU	Proteogenomics	GM12878	localization=cell protocol=In-gel	wgEncodeEH003038	2012-07-23 13:37:33
3039	human	UNC/BSU	Proteogenomics	GM12878	localization=cytosol protocol=In-gel	wgEncodeEH003039	2012-07-23 13:37:33
3040	human	UNC/BSU	Proteogenomics	H1-hESC	localization=cell protocol=FASP	wgEncodeEH003040	2012-07-23 13:37:33
3041	human	UNC/BSU	Proteogenomics	K562	localization=cell protocol=In-gel	wgEncodeEH003041	2012-07-23 13:37:33
3042	human	UNC/BSU	Proteogenomics	H1-hESC	localization=cell protocol=MudPIT	wgEncodeEH003042	2012-07-23 13:37:33
3043	human	UNC/BSU	Proteogenomics	H1-neurons	localization=cell protocol=MudPIT	wgEncodeEH003043	2012-07-23 13:37:33
3045	human	FSU	RepliChip	iPS_hFib2_iPS5	\N	wgEncodeEH003045	2012-07-30 09:04:50
3046	mouse	PSU-m	DnaseSeq	G1E	\N	wgEncodeEM003046	2012-07-30 14:40:46
3047	mouse	PSU-m	DnaseSeq	G1E-ER4	treatment=diffProtD_24hr	wgEncodeEM003047	2012-07-30 14:40:46
3048	human	UW	AffyExonArray	H7-hESC	treatment=diffProtA_14d	wgEncodeEH003048	2012-07-30 14:57:57
3049	human	UW	AffyExonArray	H7-hESC	treatment=diffProtA_2d	wgEncodeEH003049	2012-07-30 14:57:58
3050	human	UW	AffyExonArray	H7-hESC	treatment=diffProtA_5d	wgEncodeEH003050	2012-07-30 14:57:58
3051	human	UW	AffyExonArray	H7-hESC	treatment=diffProtA_9d	wgEncodeEH003051	2012-07-30 14:57:58
3052	mouse	CSHL-m	RnaSeq	CNS	age=E11.5	wgEncodeEM003052	2012-07-31 01:39:08
3053	mouse	CSHL-m	RnaSeq	Liver	age=E14	wgEncodeEM003053	2012-07-31 01:39:08
3054	mouse	CSHL-m	RnaSeq	Liver	age=E14.5	wgEncodeEM003054	2012-07-31 01:39:08
3055	mouse	CSHL-m	RnaSeq	WholeBrain	age=E14.5	wgEncodeEM003055	2012-07-31 01:39:08
3056	mouse	CSHL-m	RnaSeq	CNS	age=E14	wgEncodeEM003056	2012-07-31 01:39:08
3057	mouse	CSHL-m	RnaSeq	CNS	age=E18	wgEncodeEM003057	2012-07-31 01:39:08
3058	mouse	CSHL-m	RnaSeq	Cerebellum	age=adult-8wks	wgEncodeEM003058	2012-07-31 01:39:08
3059	mouse	CSHL-m	RnaSeq	Limb	age=E14.5	wgEncodeEM003059	2012-07-31 01:39:08
3060	mouse	CSHL-m	RnaSeq	Liver	age=E18	wgEncodeEM003060	2012-07-31 01:39:08
3061	mouse	CSHL-m	RnaSeq	Placenta	age=adult-8wks	wgEncodeEM003061	2012-07-31 01:39:08
3062	mouse	CSHL-m	RnaSeq	Bladder	age=adult-8wks	wgEncodeEM003062	2012-07-31 01:39:08
3063	mouse	CSHL-m	RnaSeq	Cortex	age=adult-8wks	wgEncodeEM003063	2012-07-31 01:39:08
3064	mouse	CSHL-m	RnaSeq	FrontalLobe	age=adult-8wks	wgEncodeEM003064	2012-07-31 01:39:08
3065	human	Broad	ChipSeq	A549	antibody=H3K4me3 treatment=EtOH_0.02pct	wgEncodeEH003065	2012-07-31 01:56:45
3066	human	Broad	ChipSeq	Monocytes-CD14+_RO01746	antibody=H2A.Z	wgEncodeEH003066	2012-07-31 01:56:47
3067	human	Broad	ChipSeq	Monocytes-CD14+_RO01746	antibody=H3K27ac	wgEncodeEH003067	2012-07-31 01:56:47
3068	human	Broad	ChipSeq	Monocytes-CD14+_RO01746	antibody=H3K27me3	wgEncodeEH003068	2012-07-31 01:56:47
3069	human	Broad	ChipSeq	Monocytes-CD14+_RO01746	antibody=H3K36me3	wgEncodeEH003069	2012-07-31 01:56:47
3070	human	Broad	ChipSeq	Monocytes-CD14+_RO01746	antibody=H3K4me1	wgEncodeEH003070	2012-07-31 01:56:47
3071	human	Broad	ChipSeq	Monocytes-CD14+_RO01746	antibody=H3K4me3	wgEncodeEH003071	2012-07-31 01:56:47
3072	human	Broad	ChipSeq	Monocytes-CD14+_RO01746	antibody=H3K79me2	wgEncodeEH003072	2012-07-31 01:56:47
3073	human	Broad	ChipSeq	Monocytes-CD14+_RO01746	antibody=H3K9me3	wgEncodeEH003073	2012-07-31 01:56:47
3074	human	Broad	ChipSeq	Monocytes-CD14+_RO01746	antibody=H4K20me1	wgEncodeEH003074	2012-07-31 01:56:47
3075	human	Broad	ChipSeq	A549	antibody=Control treatment=DEX_100nM	wgEncodeEH003075	2012-07-31 01:56:44
3076	human	Broad	ChipSeq	A549	antibody=Control treatment=EtOH_0.02pct	wgEncodeEH003076	2012-07-31 01:56:44
3077	human	Broad	ChipSeq	A549	antibody=H3K4me3 treatment=DEX_100nM	wgEncodeEH003077	2012-07-31 01:56:44
3078	human	Broad	ChipSeq	A549	antibody=H3K79me2 treatment=DEX_100nM	wgEncodeEH003078	2012-07-31 01:56:45
3079	human	Broad	ChipSeq	A549	antibody=H3K9ac treatment=EtOH_0.02pct	wgEncodeEH003079	2012-07-31 01:56:45
3080	human	Broad	ChipSeq	Dnd41	antibody=EZH2_(39875)	wgEncodeEH003080	2012-07-31 01:56:45
3081	human	Broad	ChipSeq	Dnd41	antibody=H3K27me3	wgEncodeEH003081	2012-07-31 01:56:45
3082	human	Broad	ChipSeq	H1-hESC	antibody=EZH2_(39875)	wgEncodeEH003082	2012-07-31 01:56:45
3083	human	Broad	ChipSeq	HSMMtube	antibody=EZH2_(39875)	wgEncodeEH003083	2012-07-31 01:56:46
3084	human	Broad	ChipSeq	HUVEC	antibody=EZH2_(39875)	wgEncodeEH003084	2012-07-31 01:56:46
3085	human	Broad	ChipSeq	HUVEC	antibody=H3K9me3	wgEncodeEH003085	2012-07-31 01:56:46
3086	human	Broad	ChipSeq	HeLa-S3	antibody=EZH2_(39875)	wgEncodeEH003086	2012-07-31 01:56:46
3087	human	Broad	ChipSeq	HepG2	antibody=H3K9me3	wgEncodeEH003087	2012-07-31 01:56:46
3088	human	Broad	ChipSeq	Monocytes-CD14+_RO01746	antibody=H3K4me2	wgEncodeEH003088	2012-07-31 01:56:47
3089	human	Broad	ChipSeq	Monocytes-CD14+_RO01746	antibody=H3K9ac	wgEncodeEH003089	2012-07-31 01:56:47
3090	human	Broad	ChipSeq	NHDF-Ad	antibody=H2A.Z	wgEncodeEH003090	2012-07-31 01:56:47
3091	human	Broad	ChipSeq	Osteobl	antibody=H3K4me3	wgEncodeEH003091	2012-07-31 01:56:47
3092	human	Broad	ChipSeq	HSMMtube	antibody=H3K27me3	wgEncodeEH003092	2012-07-31 01:56:46
3093	human	Broad	ChipSeq	K562	antibody=HDAC6_(A301-341A)	wgEncodeEH003093	2012-07-31 01:56:46
3094	human	Broad	ChipSeq	H1-hESC	antibody=PHF8_(A301-772A)	wgEncodeEH003094	2012-07-31 01:56:45
3095	human	Broad	ChipSeq	K562	antibody=CHD4_Mi2	wgEncodeEH003095	2012-07-31 01:56:46
3096	human	Broad	ChipSeq	K562	antibody=REST	wgEncodeEH003096	2012-07-31 01:56:47
3097	human	Broad	ChipSeq	Monocytes-CD14+_RO01746	antibody=CTCF	wgEncodeEH003097	2012-07-31 01:56:47
3098	human	Broad	ChipSeq	A549	antibody=H3K4me2 treatment=DEX_100nM	wgEncodeEH003098	2012-07-31 01:56:44
3099	human	Broad	ChipSeq	A549	antibody=H3K79me2 treatment=EtOH_0.02pct	wgEncodeEH003099	2012-07-31 01:56:45
3100	human	Broad	ChipSeq	H1-hESC	antibody=HDAC6_(A301-341A)	wgEncodeEH003100	2012-07-31 01:56:45
3101	human	Broad	ChipSeq	H1-hESC	antibody=SAP30_(39731)	wgEncodeEH003101	2012-07-31 01:56:45
3102	human	Broad	ChipSeq	H1-hESC	antibody=SUZ12_(05-1317)	wgEncodeEH003102	2012-07-31 01:56:46
3103	human	Broad	ChipSeq	K562	antibody=CBP_(sc-369)	wgEncodeEH003103	2012-07-31 01:56:46
3104	human	Broad	ChipSeq	K562	antibody=CBX2	wgEncodeEH003104	2012-07-31 01:56:46
3105	human	Broad	ChipSeq	K562	antibody=CBX3_(SC-101004)	wgEncodeEH003105	2012-07-31 01:56:46
3106	human	Broad	ChipSeq	K562	antibody=CBX8	wgEncodeEH003106	2012-07-31 01:56:46
3107	human	Broad	ChipSeq	K562	antibody=LSD1	wgEncodeEH003107	2012-07-31 01:56:46
3108	human	Broad	ChipSeq	K562	antibody=NCoR	wgEncodeEH003108	2012-07-31 01:56:47
3109	human	Broad	ChipSeq	K562	antibody=PCAF	wgEncodeEH003109	2012-07-31 01:56:47
3110	human	Broad	ChipSeq	K562	antibody=RNF2	wgEncodeEH003110	2012-07-31 01:56:47
3111	human	Broad	ChipSeq	K562	antibody=SIRT6	wgEncodeEH003111	2012-07-31 01:56:47
